Subject_ID	Expected_error	Avg_Qual_Score	Length
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/79044/ccs	0.27	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/79046/ccs	0.2	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/79099/ccs	1	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/79124/ccs	1.3	41	1503
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/79142/ccs	1	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/79155/ccs	0.17	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/79189/ccs	0.097	41	1506
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/79253/ccs	0.97	41	1490
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/79276/ccs	0.62	41	1462
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/79282/ccs	0.71	41	1428
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/79285/ccs	0.88	41	1517
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/79339/ccs	0.29	41	1503
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/79362/ccs	0.15	41	1462
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/79477/ccs	0.56	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/79491/ccs	0.17	41	1472
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/79495/ccs	0.59	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/79498/ccs	0.84	41	1494
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/79507/ccs	0.53	41	1517
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/79536/ccs	0.46	41	1519
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/79537/ccs	0.64	41	1513
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/79597/ccs	0.76	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/79633/ccs	0.19	41	1507
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/79689/ccs	0.21	41	1428
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/79715/ccs	0.43	41	1517
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/79720/ccs	0.66	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/79723/ccs	0.22	41	1496
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/79740/ccs	0.14	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/79770/ccs	0.89	41	1517
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/79784/ccs	0.16	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/79825/ccs	0.24	41	1465
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/79832/ccs	0.37	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/79895/ccs	0.75	41	1471
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/79903/ccs	1.2	41	1482
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/79924/ccs	1	41	1503
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/79998/ccs	0.54	41	1465
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80009/ccs	0.16	41	1495
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80011/ccs	0.62	41	1465
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80033/ccs	0.62	41	1485
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80039/ccs	0.3	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80062/ccs	0.22	41	1476
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80068/ccs	0.25	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80073/ccs	0.45	41	1475
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80074/ccs	1	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80099/ccs	0.59	41	1513
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80100/ccs	0.36	41	1493
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80101/ccs	0.16	41	1428
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80108/ccs	0.66	41	1498
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80110/ccs	0.24	41	1488
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80145/ccs	0.39	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80150/ccs	0.99	41	1461
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80155/ccs	0.65	41	1424
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80181/ccs	0.73	41	1460
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80186/ccs	0.91	41	1485
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80193/ccs	0.5	41	1489
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80238/ccs	0.83	41	1503
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80269/ccs	0.77	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80271/ccs	0.63	41	1468
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80310/ccs	0.35	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80329/ccs	0.46	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80338/ccs	0.15	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80342/ccs	0.26	41	1522
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80343/ccs	0.8	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80350/ccs	0.47	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80377/ccs	0.64	41	1503
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80378/ccs	0.2	41	1531
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80386/ccs	0.24	41	1453
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80390/ccs	0.15	41	1503
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80392/ccs	0.83	41	1513
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80394/ccs	0.37	41	1533
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80396/ccs	0.27	41	1474
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80398/ccs	1	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80417/ccs	0.3	41	1522
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80442/ccs	0.13	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80461/ccs	0.97	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80499/ccs	0.63	41	1476
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80506/ccs	0.86	41	1487
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80546/ccs	0.82	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80570/ccs	0.58	41	1507
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80641/ccs	0.7	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80670/ccs	0.63	41	1534
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80702/ccs	0.56	41	1464
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80757/ccs	0.15	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80759/ccs	0.16	41	1462
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80764/ccs	0.11	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80766/ccs	0.7	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80773/ccs	0.099	41	1465
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80824/ccs	0.44	41	1468
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80866/ccs	0.11	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80874/ccs	0.3	41	1475
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80917/ccs	0.9	41	1531
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/80954/ccs	0.88	41	1494
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81022/ccs	0.84	41	1493
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81029/ccs	0.55	41	1496
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81067/ccs	0.62	41	1498
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81078/ccs	0.2	41	1489
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81085/ccs	0.18	41	1487
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81147/ccs	0.6	41	1464
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81184/ccs	0.5	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81203/ccs	0.47	41	1485
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81215/ccs	0.67	41	1464
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81220/ccs	0.55	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81226/ccs	0.81	41	1460
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81227/ccs	1.1	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81229/ccs	0.097	41	1533
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81266/ccs	1	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81294/ccs	0.42	41	1462
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81322/ccs	0.099	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81326/ccs	0.76	41	1462
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81340/ccs	0.83	41	1500
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81344/ccs	0.52	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81352/ccs	0.38	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81364/ccs	0.57	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81399/ccs	0.82	41	1530
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81401/ccs	0.15	41	1464
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81405/ccs	0.26	41	1534
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81424/ccs	0.79	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81469/ccs	0.51	41	1504
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81475/ccs	0.2	41	1518
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81485/ccs	0.77	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81489/ccs	0.73	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81505/ccs	0.55	41	1485
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81599/ccs	0.46	41	1417
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81609/ccs	0.52	41	1517
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81626/ccs	1	41	1503
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81634/ccs	0.15	41	1532
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81690/ccs	0.71	41	1485
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81721/ccs	0.92	41	1487
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81724/ccs	0.6	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81795/ccs	0.14	41	1533
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81881/ccs	0.54	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81890/ccs	0.34	41	1517
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81893/ccs	0.48	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81914/ccs	0.47	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81940/ccs	0.35	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81946/ccs	0.15	41	1499
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81947/ccs	0.52	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81991/ccs	0.097	41	1534
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/81996/ccs	0.44	41	1518
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82011/ccs	0.45	41	1498
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82039/ccs	0.28	41	1499
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82042/ccs	0.72	41	1488
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82057/ccs	0.43	41	1518
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82059/ccs	0.67	41	1473
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82079/ccs	0.18	41	1513
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82080/ccs	1.3	41	1496
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82152/ccs	1.1	41	1482
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82160/ccs	0.55	41	1476
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82204/ccs	0.11	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82263/ccs	0.8	41	1503
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82267/ccs	0.25	41	1488
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82272/ccs	0.19	41	1496
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82294/ccs	0.56	41	1506
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82311/ccs	0.54	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82356/ccs	0.11	41	1465
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82359/ccs	0.16	41	1485
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82361/ccs	0.62	41	1521
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82395/ccs	0.81	41	1533
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82411/ccs	0.58	41	1494
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82449/ccs	0.5	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82464/ccs	0.96	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82515/ccs	1.1	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82564/ccs	0.54	41	1487
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82619/ccs	0.96	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82623/ccs	0.13	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82696/ccs	0.89	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82716/ccs	0.66	41	1468
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82718/ccs	0.094	41	1489
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82779/ccs	0.84	41	1503
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82851/ccs	0.25	41	1460
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82856/ccs	0.76	41	1499
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82878/ccs	1	41	1480
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82900/ccs	0.43	41	1485
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82929/ccs	0.097	41	1516
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82954/ccs	0.64	41	1499
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82965/ccs	0.92	41	1472
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82973/ccs	0.18	41	1481
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/82974/ccs	0.17	41	1473
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83025/ccs	0.81	41	1488
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83027/ccs	0.25	41	1472
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83109/ccs	0.78	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83265/ccs	0.65	41	1470
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83370/ccs	0.59	41	1464
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83165/ccs	0.75	41	1463
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83241/ccs	0.1	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83275/ccs	0.67	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83445/ccs	0.35	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83360/ccs	1	41	1508
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83234/ccs	0.5	41	1475
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83231/ccs	0.34	41	1495
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83465/ccs	0.34	41	1534
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83468/ccs	0.13	41	1513
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83371/ccs	0.83	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83369/ccs	0.13	41	1474
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83326/ccs	0.54	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83475/ccs	0.79	41	1516
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83207/ccs	0.45	41	1462
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83543/ccs	1	41	1483
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83483/ccs	1	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83551/ccs	0.77	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83556/ccs	0.096	41	1498
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83576/ccs	1.1	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83585/ccs	0.51	41	1463
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83604/ccs	0.26	41	1522
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83606/ccs	0.49	41	1489
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83252/ccs	0.2	41	1465
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83650/ccs	1.3	41	1494
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83665/ccs	0.36	41	1459
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83667/ccs	0.51	41	1496
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83675/ccs	0.63	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83733/ccs	0.61	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83750/ccs	0.68	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83756/ccs	0.23	41	1476
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83765/ccs	0.36	41	1508
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83781/ccs	1.2	41	1516
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83789/ccs	0.29	41	1460
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83796/ccs	0.73	41	1485
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/83834/ccs	0.97	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84091/ccs	0.39	41	1513
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84147/ccs	0.34	41	1462
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84182/ccs	0.62	41	1461
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84184/ccs	0.79	41	1485
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84194/ccs	0.96	41	1534
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84196/ccs	0.42	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84200/ccs	0.36	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84209/ccs	0.29	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84263/ccs	0.49	41	1516
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84299/ccs	0.92	41	1427
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84307/ccs	0.25	41	1475
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84312/ccs	0.39	41	1498
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84314/ccs	0.37	41	1472
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84401/ccs	0.37	41	1427
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84449/ccs	0.36	41	1503
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84479/ccs	0.14	41	1513
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84508/ccs	0.51	41	1506
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84514/ccs	0.2	41	1473
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84540/ccs	0.13	41	1507
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84567/ccs	0.45	41	1473
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84574/ccs	0.099	41	1481
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84621/ccs	0.78	41	1427
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84625/ccs	0.81	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84635/ccs	0.11	41	1503
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84733/ccs	0.42	41	1462
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84740/ccs	0.45	41	1496
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84742/ccs	0.38	41	1464
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84771/ccs	0.6	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84815/ccs	0.61	41	1487
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84825/ccs	0.43	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84836/ccs	0.098	41	1489
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84908/ccs	0.1	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84940/ccs	0.31	41	1485
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84956/ccs	0.33	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84957/ccs	0.19	41	1472
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84962/ccs	0.85	41	1474
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84973/ccs	0.94	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84974/ccs	1.3	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84984/ccs	0.6	41	1513
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84987/ccs	0.62	41	1500
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/84994/ccs	0.6	41	1475
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85038/ccs	1	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85046/ccs	0.58	41	1524
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85078/ccs	0.36	41	1498
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85083/ccs	1.2	41	1484
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85098/ccs	0.14	41	1521
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85121/ccs	0.62	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85161/ccs	0.57	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85163/ccs	0.74	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85184/ccs	0.93	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85192/ccs	0.12	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85203/ccs	0.54	41	1465
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85207/ccs	0.34	41	1473
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85228/ccs	0.11	41	1518
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85232/ccs	0.41	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85272/ccs	0.91	41	1533
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85281/ccs	0.57	41	1428
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85286/ccs	0.36	41	1513
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85291/ccs	0.2	41	1487
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85295/ccs	0.35	41	1504
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85302/ccs	0.5	41	1485
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85315/ccs	0.12	41	1485
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85353/ccs	0.47	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85359/ccs	1.2	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85364/ccs	0.56	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85377/ccs	0.63	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85384/ccs	0.51	41	1488
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85435/ccs	0.31	41	1522
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85441/ccs	0.13	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85476/ccs	1.2	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85480/ccs	0.58	41	1505
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85486/ccs	0.2	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85495/ccs	0.12	41	1485
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85516/ccs	0.095	42	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85525/ccs	1	41	1506
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85603/ccs	0.84	41	1496
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85604/ccs	0.52	41	1499
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85606/ccs	0.23	41	1489
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85628/ccs	0.47	41	1459
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85630/ccs	0.23	41	1532
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85631/ccs	0.097	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85646/ccs	0.96	41	1532
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85687/ccs	0.74	41	1518
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85692/ccs	0.28	41	1519
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85724/ccs	0.66	41	1498
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85726/ccs	0.12	41	1462
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85809/ccs	1.1	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85814/ccs	0.38	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85816/ccs	0.22	41	1464
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85837/ccs	0.86	41	1500
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85862/ccs	1	41	1521
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85878/ccs	0.67	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85881/ccs	0.097	41	1498
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/85917/ccs	0.26	41	1510
